idiom,id,source,prompt_comp_ind,similarity_ind,frequent_target_ind,hard_to_guess
the devil is in the details,2d07e7afd92747ddeb72,ep_by_itself,False,False,True,True
the early bird gets the worm,3abcc5c171d403a2ed5c,LIdiom,False,False,True,True
the elephant in the room,8edc3eacddfb77dd4c5e,ep_as_part_of_a_sentence,False,False,True,True
the whole nine yards,81b4dc666522937a122c,ep_as_part_of_a_sentence,False,False,True,True
there are other fish in the sea,40598d698a884d45650d,ep_by_itself,False,False,True,True
there's a method to his madness,fe447e144bf7477965c3,ep_by_itself,False,False,True,True
you can't have your cake and eat it too,573e38fbfd8140794be2,ep_by_itself,False,False,False,True
you can't judge a book by its cover,28a317fbf514dc30faf0,ep_by_itself,False,False,True,True
a little learning is a dangerous thing,0c595f0e50803b33771e,ep_by_itself,True,False,True,False
a snowball's chance in hell,d90ac45801b46c08fe35,ep_as_part_of_a_sentence,False,False,True,True
a storm in a teacup,3b1c6b21ea56444a3641,EPIC,False,False,True,True
an apple a day keeps the doctor away,1589c464d8ec7078a728,ep_by_itself,False,False,False,True
an ounce of prevention is worth a pound of cure,018179c93aa86f335425,ep_by_itself,False,False,True,True
calm before the storm,1ff91b59c3bc831a6861,LIdiom,False,False,True,True
don't beat a dead horse,d5266a430d6e3153539a,ep_by_itself,False,False,True,True
every dog has his day,990298de85e3b0624a45,LIdiom,True,False,False,False
have your head in the clouds,720f8c6cb2ba57316b0f,ep_as_part_of_a_sentence,False,False,True,True
he who laughs last laughs loudest,85f430d7a50d5e9eb127,ep_by_itself,False,False,True,True
hear something straight from the horse's mouth,a10a3e815186c262b794,ep_as_part_of_a_sentence,False,False,True,True
he's off his rocker,b9512da341490bbeced1,ep_by_itself,False,False,True,True
it is always darkest before the dawn,0cbf6944e4c334c783d7,ep_by_itself,True,False,True,False
know which way the wind is blowing,d4a80c2ea6fb93affff7,ep_as_part_of_a_sentence,True,False,True,False
like two peas in a pod,b058551e0733fb014fb7,ep_as_part_of_a_sentence,True,False,True,False
make hay while the sun shines,d4a2da3943cc93861e33,EPIC,False,False,True,True
shape up or ship out,499b0365270e39e6ae3e,ep_by_itself,False,False,False,True
that ship has sailed,9f7f384b1f96e30d99b1,ep_by_itself,False,False,True,True
the pot calling the kettle black,8c9ec3c12f388d2f525b,ep_as_part_of_a_sentence,False,False,True,True
there are clouds on the horizon,0a407502dc070b477dd6,ep_by_itself,True,False,True,False
those who live in glass houses shouldn't throw stones,447e05be6a5d3a771a53,ep_by_itself,False,False,True,True
we see eye to eye,41aad5d0ebaaf882d66b,ep_by_itself,True,True,True,False
when it rains it pours,70107fcb0b4b1b9566c7,ep_by_itself,False,False,True,True
you can catch more flies with honey than you can with vinegar,3f645bde25c1a473ea74,ep_by_itself,False,False,True,True
"you can lead a horse to water, but you can't make him drink",70fa00626c983d8496b1,ep_by_itself,False,False,True,True
you can't make an omelet without breaking some eggs,916cddfb0e5daf74dc36,ep_by_itself,False,False,True,True
keep up the good work,7028e618fdeb4559f5ed,EPIC,False,False,False,True
not in a million years,baa79bf3e0266919d7af,EPIC,True,False,True,False
between life and death,9ba83e4acba606dc4c8a,EPIC,True,False,True,False
for love nor money,2548643dfb2311bcc529,EPIC,False,False,True,True
just what the doctor ordered,b876742c599aed2a61a8,EPIC,False,False,True,True
in the cold light of day,047adf9025f3e7f0a3c1,EPIC,False,False,False,True
in the wake of,a8b58c0aa5e6504676bf,EPIC,False,False,False,True
the letter of the law,7797deab3f10939cec12,EPIC,False,False,True,True
the men in grey suits,7ce86436bed81d1de83e,EPIC,True,False,True,False
the spirit of the law,5177eda6bc7969a07437,EPIC,False,False,True,True
middle of the road,786020a73cec8d550948,EPIC,False,False,True,True
caught in the crossfire,4739d05e01d224335a21,EPIC,False,False,True,True
a breath of fresh air,e0cd19afcdbe6948d7e0,EPIC,True,False,True,False
a clean bill of health,f3761a7d42d2320609a0,EPIC,False,False,True,True
a new lease of life,052d85b90636dccf1c5c,EPIC,True,False,True,False
in the heat of the moment,04df2d60675b3b2799c7,EPIC,False,False,True,True
a fate worse than death,7e63d6f90e0c5c183d28,EPIC,True,False,True,False
a fish out of water,bb1484aa9de733f15c95,EPIC,False,False,True,True
a flash in the pan,0765383e5f9e1ab30f8f,EPIC,False,False,True,True
a fly on the wall,3ff7618ea104746f9790,EPIC,False,False,True,True
a foot in the door,bd8d7dcd2aadddd3ec3d,EPIC,False,False,True,True
a safe pair of hands,c27f89ad15148ea98450,EPIC,False,False,True,True
a sight for sore eyes,d06cba4bffd01d5f7d87,EPIC,True,False,True,False
a slap on the wrist,c51cc8fffe240b66593c,EPIC,False,False,True,True
absence makes the heart grow fonder,2913b15c8aa4e5583026,EPIC,False,False,True,True
as high as a kite,47f0aea93d315b22d94b,EPIC,False,False,True,True
stranger things have happened,4190b82d5a3c6c528685,EPIC,False,False,True,True
it's a small world,13663ccdeef4d7a9496d,LIdiom,False,False,False,True
give credit where credit is due,60a119d699760c7ad4f7,LIdiom,False,False,False,True
the straw that broke the camel's back,1aea43ee62345a12c66e,LIdiom,True,False,False,False
you reap what you sow,0a1af2e834b829720eee,LIdiom,False,False,True,True
turn a deaf ear,2a2032541c9c1c3ce629,LIdiom,False,False,True,True
finding a needle in a haystack,bdf8f306a8c9aefe80b9,LIdiom,False,False,True,True
see light at the end of the tunnel,60cbd980d62885699401,LIdiom,False,False,True,True
don't look a gift horse in the mouth,d842371c78d3e8a81831,LIdiom,False,False,True,True
make hair stand on end,1ec362439a1c7e649d90,LIdiom,False,False,False,True
taste of your own medicine,6a5240a1e75e41e2d173,LIdiom,False,False,True,True
a fish rots from the head down,bcb792e6d71a67eb6d4f,LIdiom,False,False,False,True
know like the back of your hand,92e44a4766bf1610baf2,LIdiom,False,False,True,True
have finger in too many pies,f1a855368737fdc308a0,LIdiom,False,False,True,True
no pain no gain,96400dbb6b5c7699506a,LIdiom,False,False,True,True
there's no smoke without fire,c0095561ca8bbcbf046f,LIdiom,False,False,False,True
its raining cats and dogs,f0bcf0caab38719ad819,LIdiom,True,False,True,False
have two pennies to rub together,06f3990348405865191e,LIdiom,False,False,False,True
be glad to see the back of,8cda047c8e3c6e611060,LIdiom,False,False,False,True
to rub salt in the wound,6e68f56940f467ee300d,LIdiom,False,False,True,True
crème de la crème,10b641f5b432c3e2f6ec,LIdiom,False,True,True,False
in an extremely blissful state,d4d078d30b1e82824424,LIdiom,False,False,True,True
don't count your chickens before they've hatched,43fc72ac0e34ab7dbee2,LIdiom,False,False,True,True
feeling a bit under the weather,75901512fe8bb18c0d4f,LIdiom,False,False,True,True
talking to a brick wall,28053b21e625b340930f,LIdiom,True,False,True,False
packed (in) like sardines,63c545db4e92cc540e0d,LIdiom,False,False,True,True
to be at the end of one's rope,f9956b614010ed7a34d9,LIdiom,False,False,True,True
hard work never hurt anyone,8e1560d79751a823fba2,LIdiom,False,False,False,True
the odd one out,8cbdc65cbc829b9d1a8e,LIdiom,False,False,False,True
having to start all over again,f5f0efe9c067c898a45f,LIdiom,True,False,False,False
that's the heart of the matter,0909615095f194f214ef,LIdiom,False,False,True,True
"to have your cake and eat it, too",023a18e7892c97b2b20d,LIdiom,True,False,False,False
hear it on the grapevine,e2437888ec44d42ceab5,LIdiom,False,False,True,True
to place the cherry on top,0a022e848739e26f0ec3,LIdiom,True,False,False,False
make a bad situation even worse,bf6145a9239d9fb6faf8,LIdiom,True,False,True,False
caught with one's hand in the cookie jar,b28a2c759c6ea9d994f3,LIdiom,True,False,True,False
by hook or crook,e26274a508e3fbe26288,LIdiom,False,False,True,True
wouldn't be caught dead,8ac256c2a80ba831f8c8,LIdiom,False,False,True,True
don't toot your own horn,19f44f8ba9145d0b79a9,LIdiom,False,False,True,True
snake in the grass,46906c8c00e76cd768d9,LIdiom,False,False,True,True
rome wasn't built in a day,f858efbec3281487574f,LIdiom,False,False,False,True
to paint the town red,19b4c87f38ccc3e45aa9,LIdiom,False,False,True,True
the shoemaker's son always goes barefoot,9b52fce1f1a4b594ecd4,LIdiom,False,False,True,True
savings set aside for future use,b0b093ff7efa980550c5,LIdiom,True,False,False,False
misfortunes never come singly,62d80d451982679302e9,LIdiom,False,False,True,True
tough nut to crack,9adcdea5601a51f59e46,LIdiom,False,False,True,True
cross that bridge when you come to it,65f648c3eacedf48e9f1,LIdiom,False,True,False,False
not playing with a full deck,e8fda5ccf6b6d5cde3a3,LIdiom,False,False,True,True
a person who really talks too much,e889f8dc4c4be91a10bc,LIdiom,True,False,False,False
the apple doesn't fall far from the tree,34daef3324ebe8a83c5d,LIdiom,False,False,True,True
for a very long time,1593088ee3e32f639385,LIdiom,True,False,False,False
it's greek to me,c69288248ea9d011332c,LIdiom,False,False,False,True
to be green with envy,1ab19f2652e23c548ed7,LIdiom,False,False,True,True
the ends justifies the means,98025c6ccbf6135086de,LIdiom,False,False,False,True
walk on thin ice,b47cabbf0c227d5c44af,LIdiom,False,False,True,True
beat a dead horse,92f9953aaa4b985dbf3a,LIdiom,False,False,True,True
three sheets to the wind,9461b95a44ea2c621545,LIdiom,False,False,True,True
to bite the dust,6b2daa1df5d87f95a642,LIdiom,False,False,True,True
lose one's train of thought,c0b3f194dcf60ee0414b,LIdiom,True,False,True,False
throw a spanner in the works,f7d4e3ddd2a316b080a8,LIdiom,False,False,True,True
can't judge a book by its cover,236fbe7b8bdf89961c11,LIdiom,False,False,True,True
on the pig's back,221f4cb7abcfa83099dc,LIdiom,False,False,False,True
have an ax to grind,644bb1f8e18710c3f7c0,LIdiom,False,False,True,True
pull the wool over one's eyes,5d12f03b47980d17469b,LIdiom,False,False,True,True
come a long way,6191f9cebbfb10cfc020,LIdiom,False,False,False,True
a bitter pill to swallow,b6b44548cbc4d08dd0af,LIdiom,True,False,True,False
cry over spilt milk,1c1c139e9dd5271efe98,LIdiom,False,False,True,True
virtually impossible to find,9abedad0ec3344ac3830,LIdiom,False,False,False,True
"united we stand, divided we fall",88253840aac7b1cb1485,LIdiom,False,False,True,True
pull the cat's tail,5b0c5d712424f99ae938,LIdiom,False,False,True,True
tomorrow is another day,75be89b396d093a9eedb,LIdiom,False,False,False,True
all that glitters is not gold,100c7cbc6cea09a3b9f7,LIdiom,True,False,True,False
off the beaten track,fe84139f13c00ae4a06f,EPIC,False,False,True,True
head for the hills,22798fdd1aba4969ede7,MAGPIE,False,False,True,True
bring up the rear,d954bbd5498efcf88fdf,MAGPIE,False,False,True,True
make your blood boil,ddc7986197f6ae97d28f,MAGPIE,False,False,True,True
put the boot in,86542bd17170f5cb0b8f,MAGPIE,False,False,False,True
paint the town red,62f8ddd5088ea69fba36,MAGPIE,False,False,True,True
in the short run,06ae627cabea20781631,MAGPIE,False,False,False,True
lay down the law,78f19ba3a6b89d302d6c,MAGPIE,False,False,True,True
put the wind up,77ef9a38901c54c44f7b,MAGPIE,False,False,False,True
cog in the machine,8cba0bd402266a395044,MAGPIE,False,False,True,True
quick as a flash,214246a5883515dce3e7,MAGPIE,False,False,True,True
in the final analysis,c75199ddc38ec1f61f2b,MAGPIE,False,False,True,True
beat about the bush,4f8e9ec2bd52ef4d962f,MAGPIE,False,False,True,True
foam at the mouth,26142d687e2268e48c53,MAGPIE,False,False,True,True
sit on the fence,1a9e45b1115d65b2b03b,MAGPIE,False,False,True,True
stand someone in good stead,5d226b1150d0937a6882,MAGPIE,False,False,True,True
on the face of it,ce926079fdc28705d061,MAGPIE,False,False,False,True
pick up the pieces,cbe593d82f5bff0f8bca,MAGPIE,False,False,True,True
economical with the truth,b3adbeb24c32937d6d29,MAGPIE,False,False,True,True
blow hot and cold,2b9e7e888594d43c63f7,MAGPIE,False,False,True,True
ahead of the curve,663cc0979d9afd50ae8b,MAGPIE,False,False,True,True
dyed in the wool,3c466f2673ad5d1396e5,MAGPIE,False,False,True,True
licence to print money,acf3bf823588430d6f4c,MAGPIE,False,False,True,True
water under the bridge,6c7aa98ae692598c0cb8,LIdiom,False,False,True,True
the joke is on someone,cc3a7003432eeb01dc6b,MAGPIE,False,False,False,True
state of the art,e2495c956e0f2d9a3a4c,EPIC,False,False,True,True
wet behind the ears,0fb2b03eff836057c30b,EPIC,False,False,True,True
rise to the occasion,b3742f3bc9229e463c8c,MAGPIE,False,False,True,True
keep your pecker up,94e119ba7791f833cb7d,MAGPIE,False,False,False,True
turn something on its head,ee5abeb22835bb4f09ae,MAGPIE,False,False,True,True
as the actress said to the bishop,6431e244c14403954acb,MAGPIE,False,False,True,True
hair of the dog,a284c633153a526843fd,MAGPIE,False,False,True,True
step on someone's toes,1cc91c4e2a20ba74a472,MAGPIE,False,False,True,True
eat like a horse,472f60cd4c74ea354634,MAGPIE,False,False,True,True
wide of the mark,23443c2221479c8dcd41,MAGPIE,False,False,True,True
pie in the sky,14ceec27c6d44912231b,EPIC,False,False,True,True
do a number on,ef741a0ffd8a1b0028dc,MAGPIE,False,False,False,True
from the word go,a939204e965da0c27622,MAGPIE,False,False,False,True
too big for your boots,a1bed898cc6c3d671097,MAGPIE,False,False,True,True
cast your mind back,ed381f5f122e7561007e,MAGPIE,False,False,False,True
sure as eggs is eggs,66f067c2b7d54cb01ad3,MAGPIE,False,True,True,False
boys will be boys,b09656e7ca98aa5e73a8,MAGPIE,False,True,True,False
jump on the bandwagon,74530d7be7631a5ea527,ep_as_part_of_a_sentence,False,False,True,True
kick up a fuss,c8e24cddcfcfce316e67,MAGPIE,False,False,True,True
any port in a storm,bcb6afb3f70fb359924a,MAGPIE,False,False,True,True
nine times out of ten,646d40f2d3a848ee30c2,EPIC,False,True,False,False
stick your neck out,7e793f2f257758ee2255,MAGPIE,False,False,False,True
go down the wrong way,a85ead6df8f59de86b12,MAGPIE,False,False,False,True
talk out of turn,7382553f45a85e2f6a5c,MAGPIE,False,False,True,True
in the family way,d98a2cba2386837517fd,EPIC,False,False,False,True
work like a charm,5c7c1bcb954970a49054,MAGPIE,False,False,True,True
come to a head,ee866ff8cfd96993ac0e,MAGPIE,False,False,True,True
saved by the bell,8d549a9467e079e34d2e,MAGPIE,False,False,True,True
deaf as a post,db8e5290587d7e84176a,MAGPIE,False,False,True,True
put a foot wrong,9b3c2eaa0aa33995ae0e,MAGPIE,False,False,True,True
fit as a fiddle,615dcd9db1cdfbd8be2b,EPIC,False,False,True,True
the ayes have it,e5d3b641eb02be010f75,MAGPIE,False,False,False,True
that makes two of us,ccad013322aa6168cbe3,EPIC,False,False,False,True
strike while the iron is hot,7e1b4cea95e751e05242,MAGPIE,False,False,True,True
flash in the pan,f087666a2215ca779d44,MAGPIE,False,False,True,True
rise from the ashes,83b748fda673ec29c500,MAGPIE,False,False,True,True
have a screw loose,9f36add5c1e311bb10b1,MAGPIE,False,False,True,True
get away with murder,0edeb880cb9f567668b2,MAGPIE,False,False,True,True
breathe down someone's neck,09964cb508233766effa,MAGPIE,False,False,True,True
easy on the eye,9bd2094344c2d7f5aa3c,MAGPIE,False,False,True,True
slip through the net,c231102bdb482eb61278,MAGPIE,False,False,True,True
neck of the woods,a457a9de72e18d54c496,MAGPIE,False,False,True,True
hot under the collar,e68116ccbd18cf27aa72,MAGPIE,False,False,True,True
play into someone's hands,f5e8ad2fb75f243e79fd,MAGPIE,False,False,True,True
come out in the wash,091f19e4a9e2ccb5e132,MAGPIE,False,False,True,True
light at the end of the tunnel,5a2763ea630f97842f79,MAGPIE,False,False,True,True
weak at the knees,2a40385992b5c0252727,EPIC,False,False,True,True
power behind the throne,51d7eaa3d1cc96df7f4d,MAGPIE,False,False,True,True
as good as new,f1959f8a49b48fcfa8e8,MAGPIE,False,False,False,True
bang for the buck,a684ca3f861cba1de9bd,MAGPIE,False,False,True,True
let's be having you,2518bb3ed7666e33d708,MAGPIE,False,True,False,False
at a loss for words,75a8b361b397af90e7b1,MAGPIE,False,False,False,True
run out of gas,03bfd97997b10a036a2e,MAGPIE,False,False,True,True
place in the sun,4dc527bba4301ae2b14b,MAGPIE,False,False,True,True
drive someone up the wall,a85df31b195f10fa4a39,MAGPIE,False,False,True,True
have an eye for,aefee130431c600b66ed,MAGPIE,False,False,False,True
do someone's head in,7c32e71a986b0a7de83b,MAGPIE,False,False,False,True
grist to the mill,b985c208926760f8b43f,MAGPIE,False,False,False,True
dead in the water,1db66019188e9410902e,MAGPIE,False,False,True,True
sleep like a log,b0684152834e9618b6f1,MAGPIE,False,False,True,True
slip of the pen,ef3abe9c2aab03c85543,MAGPIE,False,False,True,True
not a pretty sight,8a8c4daa3b0eb53b0266,MAGPIE,False,False,True,True
paper over the cracks,08605ddbc5a33c6ef32f,MAGPIE,False,False,True,True
swear like a trooper,e693e7ab2ff7961d392d,MAGPIE,False,False,True,True
bounce off the walls,db6728a58a06bd9e5f34,MAGPIE,False,False,True,True
think the world of,a535579cd1463fe39335,MAGPIE,False,False,False,True
broad in the beam,4863c635338dce310498,MAGPIE,False,False,True,True
different strokes for different folks,92ee5876f3937c058e3c,MAGPIE,False,False,True,True
ride for a fall,7a3b0c4157e415201b04,MAGPIE,False,False,True,True
reach for the stars,7673e7de73644550006f,MAGPIE,False,False,True,True
armed to the teeth,f9bb1b9145306a69b196,EPIC,False,False,True,True
throw in the towel,716eda4cfc206eb4e024,MAGPIE,False,False,True,True
see the light of day,6356b0795edd59b11c47,MAGPIE,False,False,False,True
easy as falling off a log,ff57c3123e63c4f09818,MAGPIE,False,False,True,True
shut the door on,f3a9ce2cb5ab4538cfa7,MAGPIE,False,False,False,True
cock of the walk,403f18d5e5019af00a93,MAGPIE,False,False,True,True
straight from the shoulder,ca4cddc99717fdf792c1,MAGPIE,False,False,True,True
make a pig's ear of,f51d8b4976b08105c613,MAGPIE,False,False,False,True
share and share alike,f39f3120e22f5beba267,MAGPIE,False,False,True,True
laugh all the way to the bank,49a49896a40844755c3f,MAGPIE,False,False,True,True
have a foot in both camps,986accac0d454e27f563,MAGPIE,False,False,True,True
swim against the tide,40189275f06a56c9979b,MAGPIE,False,False,True,True
let sleeping dogs lie,e549a0d42ee18ff72252,LIdiom,False,False,True,True
sail under false colours,22aff9efeb5a8872a90b,MAGPIE,False,False,True,True
laugh like a drain,9bd0db35275d7ee3c18e,MAGPIE,False,False,True,True
slap on the wrist,5ab04c1b32c96ff22753,LIdiom,False,False,True,True
fight fire with fire,bc450b7e77187a3faaa2,MAGPIE,False,True,False,False
make a meal of,d26922f5b00c5724b1c6,MAGPIE,False,False,False,True
lay a finger on,2a20aa73f1f362236a74,MAGPIE,False,False,False,True
go round in circles,416f6d9ba5681d5a7889,MAGPIE,False,False,True,True
jobs for the boys,72604c9e05d855e29b98,MAGPIE,False,False,True,True
live and let live,fbad821f8ddd6576891c,MAGPIE,False,True,True,False
make a monkey of someone,5df1b1639c719ad59647,MAGPIE,False,False,False,True
everything in the garden is rosy,07d2cb823d8eae06052c,MAGPIE,False,False,True,True
you pays your money and you takes your choice,a0e23c66bbfc9d0b9f94,MAGPIE,False,False,True,True
one in the eye for,1b0bc8643079211e382c,MAGPIE,False,False,False,True
birds of a feather,8fe0fa8981be2bc10214,MAGPIE,False,False,True,True
make a virtue of necessity,953a7d721749351572a7,MAGPIE,False,False,True,True
play to the gallery,b6ab9b2e75560ecf51bb,MAGPIE,False,False,True,True
sell like hot cakes,293177c7bbcd8b7cc036,MAGPIE,False,False,True,True
drop someone a line,a673fccf2d4be9b8725a,MAGPIE,False,False,False,True
smell of the lamp,a37e8baa767601a70e75,MAGPIE,False,False,True,True
hang by a thread,6ce7a05e2bf4bd5eb9f5,MAGPIE,False,False,True,True
mutton dressed as lamb,bd6eabefdbefd7025dcb,MAGPIE,False,False,True,True
I'll eat my hat,70a97fb043f15c282886,MAGPIE,False,False,True,True
upset the apple cart,3a904fa7e35796fb77a7,MAGPIE,False,False,True,True
the whole shooting match,447740faf8ee85aa3857,MAGPIE,False,False,True,True
put someone in mind of,b3bd8fd789331ce3a113,MAGPIE,False,False,False,True
poor as a church mouse,59b35f8924ccb3226ebd,MAGPIE,False,False,True,True
on the horns of a dilemma,93e5bd13d39bb694afc1,EPIC,False,False,True,True
tough as old boots,ddab0c75326c2590454a,MAGPIE,False,False,True,True
kiss and make up,606acf397fd8cf98a4a6,MAGPIE,False,False,False,True
on your high horse,56900dbbafd92bb8d073,MAGPIE,False,False,True,True
one good turn deserves another,2018fb30712ee9e45ba0,LIdiom,False,True,False,False
rise through the ranks,5231d5440aa5a7b35e33,MAGPIE,False,False,True,True
joined at the hip,16ef85014d02faf79b9a,MAGPIE,False,False,True,True
long in the tooth,58cc2568f8954a90ef3d,EPIC,False,False,True,True
build castles in the air,2cef7dee4c4260bed6b8,MAGPIE,False,False,True,True
put your foot in it,70afd10af233128ea9a3,MAGPIE,False,False,False,True
turn the other cheek,a4dbbc58d90b725760fc,MAGPIE,False,False,True,True
sick as a dog,b0117bc748d35fe2dc73,MAGPIE,False,False,True,True
sail close to the wind,c51a6155cb9241999c87,MAGPIE,False,False,True,True
kick over the traces,f80c0bc9c97e8814c0e2,MAGPIE,False,False,True,True
fit to be tied,d854814e8a0ec903e08c,MAGPIE,False,False,True,True
gone with the wind,1e8f6f8fbc1a28edef84,MAGPIE,False,False,True,True
throw someone to the wolves,71bdc21c1cb803a24db0,MAGPIE,False,False,True,True
clean as a whistle,33215c3ee9320267096c,MAGPIE,False,False,True,True
up hill and down dale,b0f6782d8e3e4c6a34aa,MAGPIE,False,False,True,True
pour oil on troubled waters,555830107163a842259d,MAGPIE,False,False,True,True
see a man about a dog,de82f53b64d49596b8a0,MAGPIE,False,False,True,True
keep body and soul together,c8de325fb3c9bcdd3433,MAGPIE,False,False,False,True
fly off the handle,335e31eaa4f067a5a415,MAGPIE,False,False,True,True
the world and his wife,bec46581c149676c1316,MAGPIE,True,False,True,False
snug as a bug in a rug,762686b529d7a4c346a1,LIdiom,False,False,True,True
a penny for your thoughts,745e94d29de416e691e3,ep_by_itself,False,False,True,True
be left holding the baby,8ed9810ef84420b990c9,MAGPIE,False,False,True,True
have other fish to fry,298287dcc4c069b8bfd5,MAGPIE,False,False,True,True
nutty as a fruitcake,6df34e4f3be73508a438,MAGPIE,False,False,True,True
par for the course,c0bdc39984e84daa557c,MAGPIE,False,False,False,True
strain at the leash,0ceb6fd699cddff6b7d9,MAGPIE,False,False,True,True
poor little rich girl,e9f35a5c716afcb2edd1,MAGPIE,False,False,True,True
man of the cloth,2d8572f0db0a7d7102cc,MAGPIE,False,False,True,True
sweat like a pig,b1f03efd983c583d3c3e,MAGPIE,False,False,True,True
like peas in a pod,0b8564a439a626c3de76,MAGPIE,False,False,True,True
make heavy weather of,d0029f64a5002aafba22,MAGPIE,False,False,False,True
drunk as a lord,9688c52ff892f7736697,MAGPIE,False,False,True,True
like a bear with a sore head,70634a23a34282e4a9d2,MAGPIE,False,False,True,True
kick up your heels,67a2f2baf59708bac8fa,MAGPIE,False,False,True,True
pushing up the daisies,97e186b790b7015764a1,MAGPIE,False,False,True,True
to beat the band,4f4d675f9ffb0a3ca9d4,MAGPIE,False,False,True,True
before you can say Jack Robinson,2d1111502fd2e3cf4acc,MAGPIE,False,False,True,True
talk nineteen to the dozen,3f54f37b1fbb22034b86,MAGPIE,False,False,True,True
stick in your craw,a7ec657dc52c6c3fcb5e,MAGPIE,False,False,True,True
fit like a glove,46fe7450ecf95e5c8bb9,MAGPIE,False,False,True,True
eat someone out of house and home,a7a44213379650adb6aa,MAGPIE,False,False,False,True
discretion is the better part of valour,4112a313605efd7af246,MAGPIE,False,False,True,True
all over bar the shouting,6444f3f0c92c8c0b6184,MAGPIE,False,False,True,True
cut your coat according to your cloth,61fae7ed7d48b232ba15,MAGPIE,False,False,True,True
reds under the bed,72cbee44c9e5ace565fb,MAGPIE,False,False,True,True
hit the right note,f4f681b26fff9c802723,MAGPIE,False,False,True,True
silent as the grave,3678e522117aa83f81a0,MAGPIE,False,False,True,True
not miss a trick,42de90f1b7eb9fe5af34,MAGPIE,False,False,True,True
long time no see,0dc9b6a539266e9d133f,MAGPIE,False,False,False,True
champ at the bit,98978fdd2101576e032d,MAGPIE,False,False,True,True
push the boat out,a0ed2fad100fef52f700,MAGPIE,False,False,False,True
talk of the devil,878cf562a865d828dfc2,MAGPIE,False,False,True,True
charity begins at home,03c0aad63ce4acdded5c,EPIC,False,False,False,True
have someone's guts for garters,9be640d07c486b56789a,MAGPIE,False,False,True,True
"hook, line, and sinker",574e33c760901c5b6881,MAGPIE,False,False,True,True
not worth the candle,0062e73a0fd48b4e098a,MAGPIE,False,False,True,True
right up your street,0284ddf57c70d4ae4294,MAGPIE,False,False,True,True
cut from the same cloth,b6999ae41e6278385adf,MAGPIE,False,False,True,True
get your hands dirty,481934334c2db0f72621,MAGPIE,False,False,True,True
tread on someone's toes,119537ea873e28bf3325,MAGPIE,False,False,True,True
"like father, like son",15f8f2cbc841e0322ec1,MAGPIE,False,True,True,False
stick to your guns,5e0f65f628e555515e29,MAGPIE,False,False,True,True
bite the big one,2ebac74a762d0ae9bce8,MAGPIE,False,False,False,True
not know you are born,09af20581f1ce0abd12c,MAGPIE,False,False,True,True
stubborn as a mule,86294ca913f2aaca906a,MAGPIE,False,False,True,True
turn up like a bad penny,039181320c3ef39e56a7,MAGPIE,False,False,True,True
cruising for a bruising,56c4924fbf8e3bbb7b78,MAGPIE,False,False,True,True
prop up the bar,d314c28efbb0284e1a76,MAGPIE,False,False,True,True
run before you can walk,904181118c025aa9ea5d,MAGPIE,False,False,True,True
hit the ground running,9e0ef09fd83bdebc642b,MAGPIE,False,False,True,True
lie through your teeth,9bcc23f7e56719183c00,MAGPIE,False,False,True,True
tell tales out of school,07b384f6cf497bace79f,MAGPIE,False,False,True,True
rough around the edges,85f901ed1116fc963643,MAGPIE,False,False,True,True
cast the first stone,ab06b3cc5e77b4b653a7,MAGPIE,False,False,True,True
up a gum tree,27fa521920efd161cda1,MAGPIE,False,False,True,True
an Englishman's home is his castle,b44568e5bdfc20599801,MAGPIE,False,False,True,True
run into the sand,d48750698f789670e5e3,LIdiom,False,False,True,True
keep your eyes peeled,c1c9db76e5a609fd5248,MAGPIE,False,False,True,True
make bricks without straw,190444e9d6673c57c140,MAGPIE,False,False,True,True
every dog has its day,d249fe202aac89a579c1,MAGPIE,True,False,False,False
bring someone to book,b1837c6259d4ea5343b1,MAGPIE,False,False,True,True
ask for the moon,cfbf722c88cfecaa27f8,MAGPIE,False,False,True,True
die on the vine,2189eefd5e092c3b1146,MAGPIE,False,False,True,True
work your fingers to the bone,e4f4a7d4ae98cf6ea73d,MAGPIE,False,False,True,True
rob Peter to pay Paul,e68647d64b4a2a7e0346,MAGPIE,False,False,True,True
whistle in the dark,65fb3b9a88baf067033c,MAGPIE,False,False,True,True
drink like a fish,5c63d6dd7039d8844df3,MAGPIE,False,False,True,True
thin as a rake,01c791f41792f43f3f93,MAGPIE,False,False,True,True
come with the territory,756b200f67b4740932e5,MAGPIE,False,False,True,True
come out of your shell,2c7dc046b7f605738969,MAGPIE,False,False,True,True
handsome is as handsome does,6bd5115fb0cd82048240,MAGPIE,False,False,False,True
full of the joys of spring,e097066628503540cb69,MAGPIE,False,False,True,True
use a sledgehammer to crack a nut,ce439e835b69e3379a85,MAGPIE,False,False,True,True
roll up your sleeves,6b04562e8ed26fbbc996,MAGPIE,False,False,True,True
have the hots for,c533f71a71a6b10694d7,MAGPIE,False,False,False,True
hit someone for six,771feac0aa44aa153375,MAGPIE,False,False,False,True
too many chiefs and not enough Indians,847b9bdf588a57c665c9,MAGPIE,False,False,True,True
"more haste, less speed",5e4ea6118e1c1126266f,MAGPIE,False,False,True,True
shipshape and Bristol fashion,f661d6372893792b3c92,MAGPIE,False,False,True,True
put your shoulder to the wheel,99853a02556d58d852c7,MAGPIE,False,False,True,True
come to a pretty pass,819f261473ef6fdcc689,MAGPIE,False,False,True,True
